"id","x","y","date","dx","dy","dist","dt","R2n","abs.angle","rel.angle","alt","InBurrow"
"tm14",373348.46,8211591.192,2015-07-04 19:30:00,34.6939999999595,-64.5240000002086,73.2599495769968,420,0,-1.07745218246801,NA,253.69,0
"tm14",373383.154,8211526.668,2015-07-04 19:37:00,34.368300000031,-39.8019999992102,52.5868733509539,300,5367.02021202411,-0.858527304057343,0.218924878410668,219.58,0
"tm14",373417.5223,8211486.866,2015-07-04 19:42:00,-62.4083000000101,81.4619999993593,102.619946174157,82800,15653.5155571674,2.22452408578871,3.08305138984605,218.24,1
"tm14",373355.114,8211568.328,2015-07-05 18:42:00,-10.3090000000084,26.2730000000447,28.2231467062502,300,567.038212002465,1.94471653620204,-0.279807549586671,200.46,0
"tm14",373344.805,8211594.601,2015-07-05 18:47:00,-0.450000000011642,3.98100000061095,4.00635258119837,300,24.9803060001026,1.68335547239573,-0.261361063806302,206.11,0
"tm14",373344.355,8211598.582,2015-07-05 18:52:00,11.6060000000289,-28.8110000006855,31.0607945333046,300,71.4631250091345,-1.18785074057613,-2.87120621297187,203.6,0
"tm14",373355.961,8211569.771,2015-07-05 18:57:00,14.7920000000158,123.560000000522,124.442263175054,300,515.12424200367,1.45164824800907,2.63949898858521,206.25,0
"tm14",373370.753,8211693.331,2015-07-05 19:02:00,27.4679999999935,113.452999999747,116.730776716949,300,10929.3531700885,1.33325810149635,-0.118390146512724,212.83,0
"tm14",373398.221,8211806.784,2015-07-05 19:07:00,98.7770000000019,263.669999999925,281.564849775253,600,48956.067585077,1.21235570721285,-0.120902394283499,204.52,0
"tm14",373496.998,8212070.454,2015-07-05 19:17:00,24.1669999999576,55.4589999997988,60.4958227481505,300,251755.6020881,1.159844455898,-0.052511251314852,212.32,0
"tm14",373521.165,8212125.913,2015-07-05 19:22:00,13.7210000000196,31.0580000001937,33.9538687782787,300,315753.564865882,1.15479384364774,-0.00505061225026093,212.88,0
"tm14",373534.886,8212156.971,2015-07-05 19:27:00,22.545999999973,-15.8020000001416,27.5322596239985,300,354860.530317101,-0.611315120285515,-1.76610896393325,214.03,0
"tm14",373557.432,8212141.169,2015-07-05 19:32:00,8.57300000003306,-3.38100000005215,9.21561121146718,300,346143.99731293,-0.37565018783366,0.235664932451855,230.63,0
"tm14",373566.005,8212137.788,2015-07-05 19:37:00,2.35399999999208,18.3799999998882,18.5301299508626,360,346093.014240887,1.44341578489779,1.81906597273145,211.13,0
"tm14",373568.359,8212156.168,2015-07-05 19:43:00,-15.11599999998,6.88400000054389,16.6097234175312,300,367553.450776754,2.71424765746649,1.2708318725687,213.72,0
"tm14",373553.243,8212163.052,2015-07-05 19:48:00,58.9249999999884,35.5219999998808,68.8038378943367,300,368959.936689382,0.542500800184472,-2.17174685728202,209.36,0
"tm14",373612.168,8212198.574,2015-07-05 19:53:00,15.3709999999846,23.1009999997914,27.747501545002,300,438454.803188254,0.983683322689097,0.441182522504625,201.33,0
"tm14",373627.539,8212221.675,2015-07-05 19:58:00,-6.66599999996834,25.0770000005141,25.9478608949825,300,475393.901529992,1.83060928225332,0.846925959564224,199.51,0
"tm14",373620.873,8212246.752,2015-07-05 20:03:00,-36.89300000004,19.2609999999404,41.6182600549405,300,503967.756169684,2.66043955168452,0.829830269431201,211.43,0
"tm14",373583.98,8212266.013,2015-07-05 20:08:00,-15.420999999973,-14.4720000000671,21.1481920031266,300,510853.052441605,-2.38793039417741,1.23481536131765,224.91,0
"tm14",373568.559,8212251.541,2015-07-05 20:13:00,-62.3359000000055,21.7409999994561,66.0184482534014,300,484504.371602516,2.80601247565427,-1.0892424373479,193.48,0
"tm14",373506.2231,8212273.282,2015-07-05 20:18:00,67.3488999999827,36.1520000007004,76.4384813772376,78060,490135.963821401,0.492642149040519,-2.31337032661375,194.24,1
"tm14",373573.572,8212309.434,2015-07-06 17:59:00,33.9490000000224,-9.32000000029802,35.2050706718091,360,566546.983108776,-0.267928683553565,-0.760570832594084,212.75,0
"tm14",373607.521,8212300.114,2015-07-06 18:05:00,33.8619999999646,-87.2110000001267,93.554227937703,300,569683.003805352,-1.20043690807912,-0.93250822452556,218.15,0
"tm14",373641.383,8212212.903,2015-07-06 18:10:00,177.985000000044,45.1670000003651,183.626572461746,600,472328.451450129,0.248522401026919,1.44895930910604,216.63,0
"tm14",373819.368,8212258.07,2015-07-06 18:20:00,-2.61300000001211,-29.1129999998957,29.2300280190422,300,666480.611348652,-1.66031019274226,-1.90883259376918,214.58,0
"tm14",373816.755,8212228.957,2015-07-06 18:25:00,6.5,-145.233000000007,145.378383155826,300,626044.402250745,-1.52607050536433,0.134239687377929,214.41,0
"tm14",373823.255,8212083.724,2015-07-06 18:30:00,-8.89899999997579,-88.8940000003204,89.3383200930963,300,468018.063049564,-1.67057190268666,-0.144501397322328,210.89,0
"tm14",373814.356,8211994.83,2015-07-06 18:35:00,7.12999999994645,-31.3810000000522,32.1808026780332,300,379982.717860224,-1.34738170639531,0.323190196291351,208.92,0
"tm14",373821.486,8211963.449,2015-07-06 18:40:00,40.0100000000093,-78.2139999996871,87.8534569379703,300,362328.870725118,-1.09795523629383,0.249426470101481,214.42,0
"tm14",373861.496,8211885.235,2015-07-06 18:45:00,0.902999999991152,-8.29300000052899,8.34201762217977,300,349667.223145274,-1.46233661334395,-0.364381377050119,208.02,0
"tm14",373862.399,8211876.942,2015-07-06 18:50:00,2.46400000003632,-0.759999999776483,2.5785453263108,300,345786.358220954,-0.299183237961723,1.16315337538222,202.5,0
"tm14",373864.863,8211876.182,2015-07-06 18:55:00,-4.94099999999162,3.95399999991059,6.32831707480039,300,347891.358509118,2.46670364000713,2.76588687796885,208.11,0
"tm14",373859.922,8211880.136,2015-07-06 19:00:00,15.5469999999623,-7.54499999992549,17.2810946990549,300,345082.012580077,-0.451820732210849,-2.91852437221797,205.49,0
"tm14",373875.469,8211872.591,2015-07-06 19:05:00,-4.69099999999162,-39.6359999999404,39.9126292919321,600,356923.883282077,-1.68860033496689,-1.23677960275604,219.17,0
"tm14",373870.778,8211832.955,2015-07-06 19:15:00,38.6170000000275,34.188000000082,51.5760800469338,300,331265.441293099,0.724639306603087,2.41323964156997,204.59,0
"tm14",373909.395,8211867.143,2015-07-06 19:20:00,-26.2900000000373,16.3349999999627,30.9515157141091,300,390797.028626191,2.58563036359135,1.86099105698826,203.46,0
"tm14",373883.105,8211883.478,2015-07-06 19:25:00,-9.16300000000047,-24.3930000001565,26.0572258309982,300,371276.381821141,-1.93012845914162,1.76742648444662,202.36,0
"tm14",373873.942,8211859.085,2015-07-06 19:30:00,-18.5999999999767,36.625,41.0773736380399,300,347897.991773042,2.04070406087656,-2.31235278716141,236.47,0
"tm14",373855.342,8211895.71,2015-07-06 19:35:00,-5.66300000000047,73.875,74.0917349911581,300,349660.574248078,1.64730321814335,-0.393400842733219,203.89,0
"tm14",373849.679,8211969.585,2015-07-06 19:40:00,-3.03200000000652,25.2089999997988,25.3906814597383,300,394401.748410101,1.69049585239708,0.0431926342537379,209.78,0
"tm14",373846.647,8211994.794,2015-07-06 19:45:00,-14.8740000000107,20.6040000002831,25.4118218947793,300,411084.86137294,2.19606868931233,0.505572836915251,212.62,0
"tm14",373831.773,8212015.398,2015-07-06 19:50:00,-228.712999999989,130.791000000201,263.469015351042,600,413542.186405169,2.6221240581789,0.426055368866564,213.72,0
"tm14",373603.06,8212146.189,2015-07-06 20:00:00,-38.7050000000163,-0.333000000566244,38.7064324628561,300,372842.830009476,-3.13298932625194,0.528071922748753,214.66,0
"tm14",373564.355,8212145.856,2015-07-06 20:05:00,42.8250000000116,64.7490000007674,77.6299789134351,300,354262.803920842,0.986448622893663,-2.16374735803399,233.7,0
"tm14",373607.18,8212210.605,2015-07-06 20:10:00,28.359999999986,32.9119999995455,43.4452453551513,360,450608.502969779,0.859553618991763,-0.1268950039019,234.44,0
"tm14",373635.54,8212243.517,2015-07-06 20:16:00,279.951000000001,52.3899999996647,284.810945191658,600,507942.832025219,0.185000049725896,-0.674553569265867,225.29,0
"tm14",373915.491,8212295.907,2015-07-06 20:26:00,70.8699999999953,22.4240000005811,74.3329851144524,300,818147.386185743,0.306443326605795,0.121443276879899,215.65,0
"tm14",373986.361,8212318.331,2015-07-06 20:31:00,3.11200000002282,16.7239999994636,17.0110763910518,300,935648.81112257,1.3868206134001,1.0803772867943,217.02,0
"tm14",373989.473,8212335.055,2015-07-06 20:36:00,-22.0480000000098,3.63500000070781,22.3456378070884,300,964229.828937816,2.97819496572461,1.59137435232451,219.36,0
"tm14",373967.425,8212338.69,2015-07-06 20:41:00,-7.1589999999851,36.4709999999031,37.1669896816075,300,941870.931229862,1.76462488297779,-1.21357008274681,203.98,0
